grade_id,semester_code,user_code,subject_code,score,home_class
6767,201821,100018002,8,29,1
6768,201821,100018002,9,24,1
10135,201822,100018002,1,36,1
10136,201822,100018002,2,19,1
10137,201822,100018002,3,36,1
10138,201822,100018002,4,27,1
10139,201822,100018002,5,18,1
10140,201822,100018002,6,27,1
10141,201822,100018002,7,26,1
10142,201822,100018002,8,9,1
10143,201822,100018002,9,32,1
13510,201911,100018002,10,28,1
13511,201911,100018002,11,35,1
13512,201911,100018002,12,27,1
13513,201911,100018002,13,49,1
13514,201911,100018002,14,27,1
13515,201911,100018002,15,18,1
13516,201911,100018002,16,27,1
13517,201911,100018002,17,25,1
13518,201911,100018002,18,37,1
20260,201912,100018002,10,20,1
20261,201912,100018002,11,38,1
20262,201912,100018002,12,24,1
20263,201912,100018002,13,26,1
20264,201912,100018002,14,27,1
20265,201912,100018002,15,21,1
20266,201912,100018002,16,18,1
20267,201912,100018002,17,27,1
20268,201912,100018002,18,36,1
27010,201921,100018002,10,37,1
27011,201921,100018002,11,23,1
27012,201921,100018002,12,16,1
27013,201921,100018002,13,28,1
27014,201921,100018002,14,8,1
27015,201921,100018002,15,24,1
27016,201921,100018002,16,21,1
27017,201921,100018002,17,28,1
27018,201921,100018002,18,24,1
33760,201922,100018002,10,21,1
33761,201922,100018002,11,25,1
33762,201922,100018002,12,25,1
33763,201922,100018002,13,9,1
33764,201922,100018002,14,27,1
33765,201922,100018002,15,29,1
33766,201922,100018002,16,16,1
33767,201922,100018002,17,39,1
33768,201922,100018002,18,46,1
40510,202011,100018002,19,24,1
40511,202011,100018002,20,27,1
40512,202011,100018002,21,27,1
40513,202011,100018002,22,27,1
40514,202011,100018002,23,26,1
40515,202011,100018002,24,26,1
40516,202011,100018002,25,26,1
40517,202011,100018002,26,27,1
40518,202011,100018002,27,27,1
50635,202012,100018002,19,11,1
50636,202012,100018002,20,37,1
50637,202012,100018002,21,25,1
50638,202012,100018002,22,21,1
50639,202012,100018002,23,28,1
50640,202012,100018002,24,18,1
50641,202012,100018002,25,24,1
50642,202012,100018002,26,39,1
50643,202012,100018002,27,46,1
19,201811,100018003,1,44,1
20,201811,100018003,2,46,1
21,201811,100018003,3,47,1
22,201811,100018003,4,45,1
23,201811,100018003,5,44,1
24,201811,100018003,6,46,1
25,201811,100018003,7,48,1
26,201811,100018003,8,47,1
27,201811,100018003,9,48,1
3394,201812,100018003,1,46,1
3395,201812,100018003,2,31,1
3396,201812,100018003,3,39,1
3397,201812,100018003,4,39,1
3398,201812,100018003,5,46,1
3399,201812,100018003,6,56,1
3400,201812,100018003,7,48,1
3401,201812,100018003,8,33,1
3402,201812,100018003,9,45,1
6769,201821,100018003,1,39,1
6770,201821,100018003,2,39,1
6771,201821,100018003,3,45,1
6772,201821,100018003,4,53,1
6773,201821,100018003,5,32,1
6774,201821,100018003,6,31,1
6775,201821,100018003,7,46,1
6776,201821,100018003,8,49,1
6777,201821,100018003,9,46,1
10144,201822,100018003,1,51,1
10145,201822,100018003,2,32,1
10146,201822,100018003,3,54,1
10147,201822,100018003,4,48,1
10148,201822,100018003,5,38,1
10149,201822,100018003,6,46,1
10150,201822,100018003,7,46,1
10151,201822,100018003,8,34,1
10152,201822,100018003,9,49,1
13519,201911,100018003,10,46,1
13520,201911,100018003,11,52,1
13521,201911,100018003,12,46,1
13522,201911,100018003,13,63,1
13523,201911,100018003,14,45,1
13524,201911,100018003,15,31,1
13525,201911,100018003,16,48,1
13526,201911,100018003,17,46,1
13527,201911,100018003,18,55,1
20269,201912,100018003,10,38,1
20270,201912,100018003,11,55,1
20271,201912,100018003,12,46,1
20272,201912,100018003,13,45,1
20273,201912,100018003,14,46,1
20274,201912,100018003,15,39,1
20275,201912,100018003,16,31,1
20276,201912,100018003,17,47,1
20277,201912,100018003,18,54,1
27019,201921,100018003,10,55,1
27020,201921,100018003,11,39,1
27021,201921,100018003,12,31,1
27022,201921,100018003,13,47,1
27023,201921,100018003,14,32,1
27024,201921,100018003,15,47,1
27025,201921,100018003,16,38,1
27026,201921,100018003,17,48,1
27027,201921,100018003,18,45,1
33769,201922,100018003,10,38,1
33770,201922,100018003,11,38,1
33771,201922,100018003,12,48,1
33772,201922,100018003,13,32,1
33773,201922,100018003,14,47,1
33774,201922,100018003,15,47,1
33775,201922,100018003,16,32,1
33776,201922,100018003,17,56,1
33777,201922,100018003,18,63,1
40519,202011,100018003,19,46,1
40520,202011,100018003,20,47,1
40521,202011,100018003,21,46,1
40522,202011,100018003,22,47,1
40523,202011,100018003,23,46,1
40524,202011,100018003,24,47,1
40525,202011,100018003,25,47,1
40526,202011,100018003,26,48,1
40527,202011,100018003,27,47,1
50644,202012,100018003,19,32,1
50645,202012,100018003,20,54,1
50646,202012,100018003,21,45,1
50647,202012,100018003,22,38,1
50648,202012,100018003,23,48,1
50649,202012,100018003,24,32,1
50650,202012,100018003,25,47,1
50651,202012,100018003,26,54,1
50652,202012,100018003,27,63,1
28,201811,100018004,1,37,1
29,201811,100018004,2,37,1
30,201811,100018004,3,38,1
31,201811,100018004,4,37,1
32,201811,100018004,5,38,1
33,201811,100018004,6,38,1
34,201811,100018004,7,41,1
35,201811,100018004,8,40,1
36,201811,100018004,9,40,1
3403,201812,100018004,1,38,1
3404,201812,100018004,2,22,1
3405,201812,100018004,3,32,1
3406,201812,100018004,4,32,1
3407,201812,100018004,5,37,1
3408,201812,100018004,6,50,1
3409,201812,100018004,7,39,1
3410,201812,100018004,8,25,1
3411,201812,100018004,9,39,1
6778,201821,100018004,1,32,1
6779,201821,100018004,2,32,1
6780,201821,100018004,3,37,1
6781,201821,100018004,4,47,1
6782,201821,100018004,5,26,1
6783,201821,100018004,6,21,1
6784,201821,100018004,7,38,1
6785,201821,100018004,8,41,1
6786,201821,100018004,9,39,1
10153,201822,100018004,1,45,1
10154,201822,100018004,2,27,1
10155,201822,100018004,3,48,1
10156,201822,100018004,4,40,1
10157,201822,100018004,5,30,1
10158,201822,100018004,6,38,1
10159,201822,100018004,7,38,1
10160,201822,100018004,8,23,1
10161,201822,100018004,9,42,1
13528,201911,100018004,10,39,1
13529,201911,100018004,11,47,1
13530,201911,100018004,12,38,1
13531,201911,100018004,13,57,1
13532,201911,100018004,14,37,1
13533,201911,100018004,15,26,1
13534,201911,100018004,16,41,1
13535,201911,100018004,17,37,1
13536,201911,100018004,18,48,1
20278,201912,100018004,10,31,1
20279,201912,100018004,11,49,1
20280,201912,100018004,12,37,1
20281,201912,100018004,13,37,1
20282,201912,100018004,14,38,1
20283,201912,100018004,15,32,1
20284,201912,100018004,16,26,1
20285,201912,100018004,17,38,1
20286,201912,100018004,18,47,1
27028,201921,100018004,10,48,1
27029,201921,100018004,11,33,1
27030,201921,100018004,12,26,1
27031,201921,100018004,13,39,1
27032,201921,100018004,14,23,1
27033,201921,100018004,15,38,1
27034,201921,100018004,16,31,1
27035,201921,100018004,17,40,1
27036,201921,100018004,18,37,1
33778,201922,100018004,10,32,1
33779,201922,100018004,11,33,1
33780,201922,100018004,12,39,1
33781,201922,100018004,13,21,1
33782,201922,100018004,14,40,1
33783,201922,100018004,15,40,1
33784,201922,100018004,16,26,1
33785,201922,100018004,17,49,1
33786,201922,100018004,18,57,1
40528,202011,100018004,19,38,1
40529,202011,100018004,20,39,1
40530,202011,100018004,21,38,1
40531,202011,100018004,22,37,1
40532,202011,100018004,23,36,1
40533,202011,100018004,24,38,1
40534,202011,100018004,25,38,1
40535,202011,100018004,26,40,1
40536,202011,100018004,27,39,1
50653,202012,100018004,19,24,1
50654,202012,100018004,20,48,1
50655,202012,100018004,21,37,1
50656,202012,100018004,22,32,1
50657,202012,100018004,23,39,1
50658,202012,100018004,24,24,1
50659,202012,100018004,25,37,1
50660,202012,100018004,26,47,1
50661,202012,100018004,27,56,1
37,201811,100018005,1,18,1
38,201811,100018005,2,14,1
39,201811,100018005,3,14,1
40,201811,100018005,4,16,1
41,201811,100018005,5,18,1
42,201811,100018005,6,14,1
43,201811,100018005,7,17,1
44,201811,100018005,8,13,1
45,201811,100018005,9,20,1
3412,201812,100018005,1,16,1
3413,201812,100018005,2,4,1
3414,201812,100018005,3,16,1
3415,201812,100018005,4,11,1
3416,201812,100018005,5,14,1
3417,201812,100018005,6,31,1
3418,201812,100018005,7,18,1
3419,201812,100018005,8,9,1
3420,201812,100018005,9,19,1
6787,201821,100018005,1,10,1
6788,201821,100018005,2,16,1
6789,201821,100018005,3,15,1
6790,201821,100018005,4,29,1
6791,201821,100018005,5,11,1
6792,201821,100018005,6,2,1
6793,201821,100018005,7,19,1
6794,201821,100018005,8,19,1
6795,201821,100018005,9,12,1
10162,201822,100018005,1,27,1
10163,201822,100018005,2,10,1
10164,201822,100018005,3,29,1
10165,201822,100018005,4,19,1
10166,201822,100018005,5,7,1
10167,201822,100018005,6,19,1
10168,201822,100018005,7,19,1
10169,201822,100018005,8,1,1
10170,201822,100018005,9,23,1
13537,201911,100018005,10,14,1
13538,201911,100018005,11,26,1
13539,201911,100018005,12,14,1
13540,201911,100018005,13,38,1
13541,201911,100018005,14,19,1
13542,201911,100018005,15,11,1
13543,201911,100018005,16,17,1
13544,201911,100018005,17,15,1
13545,201911,100018005,18,30,1
20287,201912,100018005,10,12,1
20288,201912,100018005,11,31,1
20289,201912,100018005,12,18,1
20290,201912,100018005,13,19,1
20291,201912,100018005,14,13,1
20292,201912,100018005,15,13,1
20293,201912,100018005,16,7,1
20294,201912,100018005,17,18,1
20295,201912,100018005,18,29,1
27037,201921,100018005,10,28,1
27038,201921,100018005,11,12,1
27039,201921,100018005,12,9,1
27040,201921,100018005,13,17,1
27041,201921,100018005,14,2,1
27042,201921,100018005,15,18,1
27043,201921,100018005,16,13,1
27044,201921,100018005,17,18,1
27045,201921,100018005,18,14,1
33787,201922,100018005,10,17,1
33788,201922,100018005,11,17,1
33789,201922,100018005,12,12,1
33790,201922,100018005,13,1,1
33791,201922,100018005,14,15,1
33792,201922,100018005,15,20,1
33793,201922,100018005,16,8,1
33794,201922,100018005,17,31,1
33795,201922,100018005,18,38,1
40537,202011,100018005,19,11,1
40538,202011,100018005,20,14,1
40539,202011,100018005,21,18,1
40540,202011,100018005,22,18,1
40541,202011,100018005,23,11,1
40542,202011,100018005,24,16,1
40543,202011,100018005,25,16,1
40544,202011,100018005,26,15,1
40545,202011,100018005,27,14,1
50662,202012,100018005,19,2,1
50663,202012,100018005,20,29,1
50664,202012,100018005,21,14,1
50665,202012,100018005,22,17,1
50666,202012,100018005,23,17,1
50667,202012,100018005,24,11,1
50668,202012,100018005,25,12,1
50669,202012,100018005,26,35,1
50670,202012,100018005,27,41,1
46,201811,100018006,1,55,1
47,201811,100018006,2,55,1
48,201811,100018006,3,56,1
49,201811,100018006,4,56,1
50,201811,100018006,5,54,1
51,201811,100018006,6,56,1
52,201811,100018006,7,58,1
53,201811,100018006,8,58,1
54,201811,100018006,9,56,1
3421,201812,100018006,1,56,1
3422,201812,100018006,2,44,1
3423,201812,100018006,3,47,1
3424,201812,100018006,4,47,1
3425,201812,100018006,5,56,1
3426,201812,100018006,6,63,1
3427,201812,100018006,7,57,1
3428,201812,100018006,8,39,1
3429,201812,100018006,9,55,1
6796,201821,100018006,1,45,1
6797,201821,100018006,2,46,1
6798,201821,100018006,3,57,1
6799,201821,100018006,4,62,1
6800,201821,100018006,5,40,1
6801,201821,100018006,6,42,1
6802,201821,100018006,7,56,1
6803,201821,100018006,8,58,1
6804,201821,100018006,9,56,1
10171,201822,100018006,1,60,1
10172,201822,100018006,2,40,1
10173,201822,100018006,3,63,1
10174,201822,100018006,4,57,1
10175,201822,100018006,5,46,1
10176,201822,100018006,6,57,1
10177,201822,100018006,7,56,1
10178,201822,100018006,8,43,1
10179,201822,100018006,9,58,1
13546,201911,100018006,10,53,1
13547,201911,100018006,11,61,1
13548,201911,100018006,12,54,1
13549,201911,100018006,13,70,1
13550,201911,100018006,14,54,1
13551,201911,100018006,15,39,1
13552,201911,100018006,16,57,1
13553,201911,100018006,17,54,1
13554,201911,100018006,18,63,1
20296,201912,100018006,10,45,1
20297,201912,100018006,11,63,1
20298,201912,100018006,12,57,1
20299,201912,100018006,13,54,1
20300,201912,100018006,14,56,1
20301,201912,100018006,15,47,1
20302,201912,100018006,16,39,1
20303,201912,100018006,17,56,1
20304,201912,100018006,18,60,1
27046,201921,100018006,10,61,1
27047,201921,100018006,11,48,1
27048,201921,100018006,12,39,1
27049,201921,100018006,13,56,1
27050,201921,100018006,14,41,1
27051,201921,100018006,15,57,1
27052,201921,100018006,16,46,1
27053,201921,100018006,17,56,1
27054,201921,100018006,18,55,1
33796,201922,100018006,10,46,1
33797,201922,100018006,11,45,1
33798,201922,100018006,12,57,1
33799,201922,100018006,13,42,1
33800,201922,100018006,14,57,1
33801,201922,100018006,15,57,1
33802,201922,100018006,16,39,1
33803,201922,100018006,17,63,1
33804,201922,100018006,18,71,1
40546,202011,100018006,19,57,1
40547,202011,100018006,20,56,1
40548,202011,100018006,21,56,1
40549,202011,100018006,22,55,1
40550,202011,100018006,23,56,1
40551,202011,100018006,24,56,1
40552,202011,100018006,25,56,1
40553,202011,100018006,26,58,1
40554,202011,100018006,27,56,1
50671,202012,100018006,19,42,1
50672,202012,100018006,20,63,1
50673,202012,100018006,21,55,1
50674,202012,100018006,22,46,1
50675,202012,100018006,23,56,1
50676,202012,100018006,24,39,1
50677,202012,100018006,25,57,1
50678,202012,100018006,26,62,1
50679,202012,100018006,27,71,1
55,201811,100018007,1,47,1
56,201811,100018007,2,48,1
57,201811,100018007,3,49,1
58,201811,100018007,4,47,1
59,201811,100018007,5,47,1
60,201811,100018007,6,48,1
61,201811,100018007,7,51,1
62,201811,100018007,8,49,1
63,201811,100018007,9,51,1
3430,201812,100018007,1,50,1
3431,201812,100018007,2,35,1
3432,201812,100018007,3,41,1
3433,201812,100018007,4,42,1
3434,201812,100018007,5,49,1
3435,201812,100018007,6,58,1
3436,201812,100018007,7,51,1
3437,201812,100018007,8,35,1
3438,201812,100018007,9,48,1
6805,201821,100018007,1,40,1
6806,201821,100018007,2,41,1
6807,201821,100018007,3,49,1
6808,201821,100018007,4,56,1
6809,201821,100018007,5,35,1
6810,201821,100018007,6,35,1
6811,201821,100018007,7,48,1
6812,201821,100018007,8,52,1
6813,201821,100018007,9,49,1
10180,201822,100018007,1,55,1
10181,201822,100018007,2,34,1
10182,201822,100018007,3,57,1
10183,201822,100018007,4,50,1
10184,201822,100018007,5,40,1
10185,201822,100018007,6,49,1
10186,201822,100018007,7,48,1
10187,201822,100018007,8,37,1
10188,201822,100018007,9,51,1
13555,201911,100018007,10,49,1
13556,201911,100018007,11,54,1
13557,201911,100018007,12,49,1
13558,201911,100018007,13,65,1
13559,201911,100018007,14,48,1
13560,201911,100018007,15,33,1
13561,201911,100018007,16,50,1
13562,201911,100018007,17,48,1
13563,201911,100018007,18,57,1
20305,201912,100018007,10,40,1
20306,201912,100018007,11,58,1
20307,201912,100018007,12,50,1
20308,201912,100018007,13,48,1
20309,201912,100018007,14,49,1
20310,201912,100018007,15,41,1
20311,201912,100018007,16,35,1
20312,201912,100018007,17,49,1
20313,201912,100018007,18,56,1
27055,201921,100018007,10,57,1
27056,201921,100018007,11,42,1
27057,201921,100018007,12,33,1
27058,201921,100018007,13,50,1
27059,201921,100018007,14,35,1
27060,201921,100018007,15,50,1
27061,201921,100018007,16,40,1
27062,201921,100018007,17,50,1
27063,201921,100018007,18,47,1
33805,201922,100018007,10,41,1
33806,201922,100018007,11,40,1
33807,201922,100018007,12,51,1
33808,201922,100018007,13,35,1
33809,201922,100018007,14,49,1
33810,201922,100018007,15,51,1
33811,201922,100018007,16,34,1
33812,201922,100018007,17,58,1
33813,201922,100018007,18,65,1
40555,202011,100018007,19,49,1
40556,202011,100018007,20,49,1
40557,202011,100018007,21,48,1
40558,202011,100018007,22,49,1
40559,202011,100018007,23,49,1
40560,202011,100018007,24,49,1
40561,202011,100018007,25,49,1
40562,202011,100018007,26,50,1
40563,202011,100018007,27,50,1
50680,202012,100018007,19,35,1
50681,202012,100018007,20,56,1
50682,202012,100018007,21,48,1
50683,202012,100018007,22,41,1
50684,202012,100018007,23,50,1
50685,202012,100018007,24,34,1
50686,202012,100018007,25,51,1
50687,202012,100018007,26,57,1
50688,202012,100018007,27,65,1
64,201811,100018008,1,39,1
65,201811,100018008,2,40,1
66,201811,100018008,3,40,1
67,201811,100018008,4,40,1
68,201811,100018008,5,39,1
69,201811,100018008,6,40,1
70,201811,100018008,7,44,1
71,201811,100018008,8,42,1
72,201811,100018008,9,42,1
3439,201812,100018008,1,40,1
3440,201812,100018008,2,24,1
3441,201812,100018008,3,34,1
3442,201812,100018008,4,34,1
3443,201812,100018008,5,40,1
3444,201812,100018008,6,52,1
3445,201812,100018008,7,41,1
3446,201812,100018008,8,27,1
3447,201812,100018008,9,41,1
6814,201821,100018008,1,33,1
6815,201821,100018008,2,33,1
6816,201821,100018008,3,40,1
6817,201821,100018008,4,49,1
6818,201821,100018008,5,28,1
6819,201821,100018008,6,25,1
6820,201821,100018008,7,41,1
6821,201821,100018008,8,43,1
6822,201821,100018008,9,42,1
10189,201822,100018008,1,47,1
10190,201822,100018008,2,28,1
10191,201822,100018008,3,50,1
10192,201822,100018008,4,43,1
10193,201822,100018008,5,33,1
10194,201822,100018008,6,41,1
10195,201822,100018008,7,41,1
10196,201822,100018008,8,26,1
10197,201822,100018008,9,44,1
13564,201911,100018008,10,41,1
13565,201911,100018008,11,48,1
13566,201911,100018008,12,40,1
13567,201911,100018008,13,59,1
13568,201911,100018008,14,39,1
13569,201911,100018008,15,28,1
13570,201911,100018008,16,43,1
13571,201911,100018008,17,39,1
13572,201911,100018008,18,50,1
20314,201912,100018008,10,33,1
20315,201912,100018008,11,51,1
20316,201912,100018008,12,39,1
20317,201912,100018008,13,40,1
20318,201912,100018008,14,40,1
20319,201912,100018008,15,33,1
20320,201912,100018008,16,28,1
20321,201912,100018008,17,41,1
20322,201912,100018008,18,50,1
27064,201921,100018008,10,50,1
27065,201921,100018008,11,34,1
27066,201921,100018008,12,28,1
27067,201921,100018008,13,41,1
27068,201921,100018008,14,26,1
27069,201921,100018008,15,41,1
27070,201921,100018008,16,33,1
27071,201921,100018008,17,43,1
27072,201921,100018008,18,40,1
33814,201922,100018008,10,34,1
33815,201922,100018008,11,34,1
33816,201922,100018008,12,42,1
33817,201922,100018008,13,24,1
33818,201922,100018008,14,42,1
33819,201922,100018008,15,43,1
33820,201922,100018008,16,28,1
33821,201922,100018008,17,51,1
33822,201922,100018008,18,58,1
40564,202011,100018008,19,40,1
40565,202011,100018008,20,41,1
40566,202011,100018008,21,41,1
40567,202011,100018008,22,40,1
40568,202011,100018008,23,38,1
40569,202011,100018008,24,41,1
40570,202011,100018008,25,41,1
40571,202011,100018008,26,42,1
40572,202011,100018008,27,41,1
50689,202012,100018008,19,27,1
50690,202012,100018008,20,50,1
50691,202012,100018008,21,39,1
50692,202012,100018008,22,34,1
50693,202012,100018008,23,41,1
50694,202012,100018008,24,27,1
50695,202012,100018008,25,40,1
50696,202012,100018008,26,49,1
50697,202012,100018008,27,58,1
73,201811,100018009,1,38,1
74,201811,100018009,2,39,1
75,201811,100018009,3,40,1
76,201811,100018009,4,39,1
77,201811,100018009,5,39,1
78,201811,100018009,6,40,1
79,201811,100018009,7,43,1
80,201811,100018009,8,41,1
81,201811,100018009,9,42,1
3448,201812,100018009,1,40,1
3449,201812,100018009,2,24,1
3450,201812,100018009,3,34,1
3451,201812,100018009,4,33,1
3452,201812,100018009,5,40,1
3453,201812,100018009,6,51,1
3454,201812,100018009,7,41,1
3455,201812,100018009,8,27,1
3456,201812,100018009,9,40,1
6823,201821,100018009,1,33,1
6824,201821,100018009,2,33,1
6825,201821,100018009,3,39,1
6826,201821,100018009,4,48,1
6827,201821,100018009,5,28,1
6828,201821,100018009,6,24,1
6829,201821,100018009,7,39,1
6830,201821,100018009,8,43,1
6831,201821,100018009,9,41,1
10198,201822,100018009,1,46,1
10199,201822,100018009,2,27,1
10200,201822,100018009,3,50,1
10201,201822,100018009,4,42,1
10202,201822,100018009,5,33,1
10203,201822,100018009,6,40,1
10204,201822,100018009,7,39,1
10205,201822,100018009,8,26,1
10206,201822,100018009,9,43,1
13573,201911,100018009,10,41,1
13574,201911,100018009,11,48,1
13575,201911,100018009,12,40,1
13576,201911,100018009,13,58,1
13577,201911,100018009,14,39,1
13578,201911,100018009,15,27,1
13579,201911,100018009,16,42,1
13580,201911,100018009,17,39,1
13581,201911,100018009,18,49,1
20323,201912,100018009,10,32,1
20324,201912,100018009,11,50,1
20325,201912,100018009,12,39,1
20326,201912,100018009,13,39,1
20327,201912,100018009,14,40,1
20328,201912,100018009,15,33,1
20329,201912,100018009,16,28,1
20330,201912,100018009,17,40,1
20331,201912,100018009,18,49,1
27073,201921,100018009,10,49,1
27074,201921,100018009,11,34,1
27075,201921,100018009,12,27,1
27076,201921,100018009,13,41,1
27077,201921,100018009,14,26,1
27078,201921,100018009,15,40,1
27079,201921,100018009,16,33,1
27080,201921,100018009,17,42,1
27081,201921,100018009,18,40,1
33823,201922,100018009,10,33,1
33824,201922,100018009,11,34,1
33825,201922,100018009,12,42,1
33826,201922,100018009,13,24,1
33827,201922,100018009,14,42,1
33828,201922,100018009,15,42,1
33829,201922,100018009,16,27,1
33830,201922,100018009,17,51,1
33831,201922,100018009,18,58,1
40573,202011,100018009,19,39,1
40574,202011,100018009,20,41,1
40575,202011,100018009,21,40,1
40576,202011,100018009,22,39,1
40577,202011,100018009,23,38,1
40578,202011,100018009,24,39,1
40579,202011,100018009,25,40,1
40580,202011,100018009,26,42,1
40581,202011,100018009,27,40,1
50698,202012,100018009,19,26,1
50699,202012,100018009,20,50,1
50700,202012,100018009,21,39,1
50701,202012,100018009,22,33,1
50702,202012,100018009,23,41,1
50703,202012,100018009,24,26,1
50704,202012,100018009,25,39,1
50705,202012,100018009,26,48,1
50706,202012,100018009,27,58,1
82,201811,100018010,1,38,1
83,201811,100018010,2,39,1
84,201811,100018010,3,40,1
85,201811,100018010,4,39,1
86,201811,100018010,5,39,1
87,201811,100018010,6,39,1
88,201811,100018010,7,43,1
89,201811,100018010,8,41,1
90,201811,100018010,9,41,1
3457,201812,100018010,1,39,1
3458,201812,100018010,2,24,1
3459,201812,100018010,3,33,1
3460,201812,100018010,4,33,1
3461,201812,100018010,5,39,1
3462,201812,100018010,6,51,1
3463,201812,100018010,7,40,1
3464,201812,100018010,8,27,1
3465,201812,100018010,9,40,1
6832,201821,100018010,1,33,1
6833,201821,100018010,2,33,1
6834,201821,100018010,3,38,1
6835,201821,100018010,4,48,1
6836,201821,100018010,5,28,1
6837,201821,100018010,6,23,1
6838,201821,100018010,7,39,1
6839,201821,100018010,8,42,1
6840,201821,100018010,9,41,1
10207,201822,100018010,1,46,1
10208,201822,100018010,2,27,1
10209,201822,100018010,3,50,1
10210,201822,100018010,4,42,1
10211,201822,100018010,5,32,1
10212,201822,100018010,6,40,1
10213,201822,100018010,7,39,1
10214,201822,100018010,8,26,1
10215,201822,100018010,9,43,1
13582,201911,100018010,10,40,1
13583,201911,100018010,11,47,1
13584,201911,100018010,12,39,1
13585,201911,100018010,13,58,1
13586,201911,100018010,14,39,1
13587,201911,100018010,15,27,1
13588,201911,100018010,16,42,1
13589,201911,100018010,17,38,1
13590,201911,100018010,18,49,1
20332,201912,100018010,10,32,1
20333,201912,100018010,11,50,1
20334,201912,100018010,12,38,1
20335,201912,100018010,13,39,1
20336,201912,100018010,14,39,1
20337,201912,100018010,15,33,1
20338,201912,100018010,16,27,1
20339,201912,100018010,17,40,1
20340,201912,100018010,18,48,1
27082,201921,100018010,10,49,1
27083,201921,100018010,11,34,1
27084,201921,100018010,12,27,1
27085,201921,100018010,13,41,1
27086,201921,100018010,14,25,1
27087,201921,100018010,15,40,1
27088,201921,100018010,16,33,1
27089,201921,100018010,17,42,1
27090,201921,100018010,18,39,1
33832,201922,100018010,10,33,1
33833,201922,100018010,11,34,1
33834,201922,100018010,12,41,1
33835,201922,100018010,13,23,1
