grade_id,semester_code,user_code,subject_code,score
301,201811,100018034,4,59
302,201811,100018034,5,57
303,201811,100018034,6,60
304,201811,100018034,7,60
305,201811,100018034,8,62
306,201811,100018034,9,61
307,201811,100018035,1,30
308,201811,100018035,2,29
309,201811,100018035,3,30
310,201811,100018035,4,32
311,201811,100018035,5,32
312,201811,100018035,6,31
313,201811,100018035,7,34
314,201811,100018035,8,31
315,201811,100018035,9,32
316,201811,100018036,1,33
317,201811,100018036,2,33
318,201811,100018036,3,34
319,201811,100018036,4,35
320,201811,100018036,5,34
321,201811,100018036,6,34
322,201811,100018036,7,37
323,201811,100018036,8,35
324,201811,100018036,9,36
325,201811,100018037,1,75
326,201811,100018037,2,78
327,201811,100018037,3,78
328,201811,100018037,4,71
329,201811,100018037,5,70
330,201811,100018037,6,74
331,201811,100018037,7,73
332,201811,100018037,8,74
333,201811,100018037,9,74
334,201811,100018038,1,67
335,201811,100018038,2,67
336,201811,100018038,3,68
337,201811,100018038,4,64
338,201811,100018038,5,62
339,201811,100018038,6,66
340,201811,100018038,7,67
341,201811,100018038,8,67
342,201811,100018038,9,67
343,201811,100018039,1,57
344,201811,100018039,2,58
345,201811,100018039,3,58
346,201811,100018039,4,57
347,201811,100018039,5,55
348,201811,100018039,6,58
349,201811,100018039,7,59
350,201811,100018039,8,59
351,201811,100018039,9,57
352,201811,100018040,1,32
353,201811,100018040,2,32
354,201811,100018040,3,32
355,201811,100018040,4,34
356,201811,100018040,5,33
357,201811,100018040,6,34
358,201811,100018040,7,35
359,201811,100018040,8,34
360,201811,100018040,9,34
361,201811,100018041,1,42
362,201811,100018041,2,42
363,201811,100018041,3,44
364,201811,100018041,4,43
365,201811,100018041,5,42
366,201811,100018041,6,43
367,201811,100018041,7,46
368,201811,100018041,8,45
369,201811,100018041,9,46
370,201811,100018042,1,81
371,201811,100018042,2,82
372,201811,100018042,3,83
373,201811,100018042,4,78
374,201811,100018042,5,76
375,201811,100018042,6,82
376,201811,100018042,7,79
377,201811,100018042,8,80
378,201811,100018042,9,79
379,201811,100018043,1,45
380,201811,100018043,2,46
381,201811,100018043,3,48
382,201811,100018043,4,46
383,201811,100018043,5,45
384,201811,100018043,6,47
385,201811,100018043,7,50
386,201811,100018043,8,47
387,201811,100018043,9,49
388,201811,100018044,1,47
389,201811,100018044,2,49
390,201811,100018044,3,49
391,201811,100018044,4,48
392,201811,100018044,5,48
393,201811,100018044,6,49
394,201811,100018044,7,51
395,201811,100018044,8,50
396,201811,100018044,9,52
397,201811,100018045,1,37
398,201811,100018045,2,38
399,201811,100018045,3,39
400,201811,100018045,4,38
401,201811,100018045,5,38
402,201811,100018045,6,38
403,201811,100018045,7,41
404,201811,100018045,8,40
405,201811,100018045,9,41
406,201811,100018046,1,50
407,201811,100018046,2,51
408,201811,100018046,3,52
409,201811,100018046,4,51
410,201811,100018046,5,50
411,201811,100018046,6,51
412,201811,100018046,7,54
413,201811,100018046,8,52
414,201811,100018046,9,54
415,201811,100018047,1,40
416,201811,100018047,2,41
417,201811,100018047,3,42
418,201811,100018047,4,41
419,201811,100018047,5,41
420,201811,100018047,6,41
421,201811,100018047,7,45
422,201811,100018047,8,43
423,201811,100018047,9,44
424,201811,100018048,1,9
425,201811,100018048,2,9
426,201811,100018048,3,6
427,201811,100018048,4,9
428,201811,100018048,5,10
429,201811,100018048,6,10
430,201811,100018048,7,14
431,201811,100018048,8,3
432,201811,100018048,9,7
433,201811,100018049,1,54
434,201811,100018049,2,53
435,201811,100018049,3,54
436,201811,100018049,4,55
437,201811,100018049,5,53
438,201811,100018049,6,54
439,201811,100018049,7,56
440,201811,100018049,8,57
441,201811,100018049,9,55
442,201811,100018050,1,57
443,201811,100018050,2,55
444,201811,100018050,3,57
445,201811,100018050,4,56
446,201811,100018050,5,55
447,201811,100018050,6,57
448,201811,100018050,7,58
449,201811,100018050,8,59
450,201811,100018050,9,57
451,201811,100018051,1,25
452,201811,100018051,2,23
453,201811,100018051,3,25
454,201811,100018051,4,26
455,201811,100018051,5,26
456,201811,100018051,6,24
457,201811,100018051,7,26
458,201811,100018051,8,26
459,201811,100018051,9,28
460,201811,100018052,1,53
461,201811,100018052,2,52
462,201811,100018052,3,54
463,201811,100018052,4,53
464,201811,100018052,5,53
465,201811,100018052,6,53
466,201811,100018052,7,56
467,201811,100018052,8,55
468,201811,100018052,9,55
469,201811,100018053,1,43
470,201811,100018053,2,45
471,201811,100018053,3,46
472,201811,100018053,4,45
473,201811,100018053,5,44
474,201811,100018053,6,46
475,201811,100018053,7,48
476,201811,100018053,8,47
477,201811,100018053,9,48
478,201811,100018054,1,56
479,201811,100018054,2,55
480,201811,100018054,3,56
481,201811,100018054,4,56
482,201811,100018054,5,55
483,201811,100018054,6,57
484,201811,100018054,7,58
485,201811,100018054,8,59
486,201811,100018054,9,57
487,201811,100018055,1,43
488,201811,100018055,2,45
489,201811,100018055,3,46
490,201811,100018055,4,44
491,201811,100018055,5,43
492,201811,100018055,6,45
493,201811,100018055,7,47
494,201811,100018055,8,46
495,201811,100018055,9,47
496,201811,100018056,1,55
497,201811,100018056,2,55
498,201811,100018056,3,56
499,201811,100018056,4,56
500,201811,100018056,5,54
501,201811,100018056,6,56
502,201811,100018056,7,58
503,201811,100018056,8,58
504,201811,100018056,9,56
505,201811,100018057,1,50
506,201811,100018057,2,50
507,201811,100018057,3,52
508,201811,100018057,4,51
509,201811,100018057,5,50
510,201811,100018057,6,51
511,201811,100018057,7,54
512,201811,100018057,8,52
513,201811,100018057,9,54
514,201811,100018058,1,62
515,201811,100018058,2,64
516,201811,100018058,3,64
517,201811,100018058,4,61
518,201811,100018058,5,59
519,201811,100018058,6,62
520,201811,100018058,7,63
521,201811,100018058,8,63
522,201811,100018058,9,63
523,201811,100018059,1,92
524,201811,100018059,2,98
525,201811,100018059,3,95
526,201811,100018059,4,93
527,201811,100018059,5,88
528,201811,100018059,6,97
529,201811,100018059,7,98
530,201811,100018059,8,93
531,201811,100018059,9,99
532,201811,100018060,1,47
533,201811,100018060,2,49
534,201811,100018060,3,50
535,201811,100018060,4,49
536,201811,100018060,5,48
537,201811,100018060,6,49
538,201811,100018060,7,51
539,201811,100018060,8,50
540,201811,100018060,9,52
541,201811,100018061,1,27
542,201811,100018061,2,27
543,201811,100018061,3,29
544,201811,100018061,4,30
545,201811,100018061,5,31
546,201811,100018061,6,28
547,201811,100018061,7,31
548,201811,100018061,8,29
549,201811,100018061,9,31
550,201811,100018062,1,72
551,201811,100018062,2,73
552,201811,100018062,3,73
553,201811,100018062,4,68
554,201811,100018062,5,67
555,201811,100018062,6,72
556,201811,100018062,7,70
557,201811,100018062,8,70
558,201811,100018062,9,72
559,201811,100018063,1,19
560,201811,100018063,2,19
561,201811,100018063,3,19
562,201811,100018063,4,19
563,201811,100018063,5,19
564,201811,100018063,6,16
565,201811,100018063,7,19
566,201811,100018063,8,18
567,201811,100018063,9,21
568,201811,100018064,1,41
569,201811,100018064,2,42
570,201811,100018064,3,42
571,201811,100018064,4,42
572,201811,100018064,5,41
573,201811,100018064,6,42
574,201811,100018064,7,46
575,201811,100018064,8,44
576,201811,100018064,9,44
577,201811,100018065,1,48
578,201811,100018065,2,49
579,201811,100018065,3,50
580,201811,100018065,4,50
581,201811,100018065,5,48
582,201811,100018065,6,50
583,201811,100018065,7,52
584,201811,100018065,8,51
585,201811,100018065,9,52
586,201811,100018066,1,53
587,201811,100018066,2,53
588,201811,100018066,3,54
589,201811,100018066,4,54
590,201811,100018066,5,53
591,201811,100018066,6,54
592,201811,100018066,7,56
593,201811,100018066,8,56
594,201811,100018066,9,55
595,201811,100018067,1,55
596,201811,100018067,2,54
597,201811,100018067,3,56
598,201811,100018067,4,56
599,201811,100018067,5,54
600,201811,100018067,6,56
601,201811,100018067,7,58
602,201811,100018067,8,58
603,201811,100018067,9,56
604,201811,100018068,1,42
605,201811,100018068,2,43
606,201811,100018068,3,45
607,201811,100018068,4,44
608,201811,100018068,5,43
609,201811,100018068,6,44
610,201811,100018068,7,47
611,201811,100018068,8,45
612,201811,100018068,9,47
613,201811,100018069,1,27
614,201811,100018069,2,27
615,201811,100018069,3,29
616,201811,100018069,4,30
617,201811,100018069,5,30
618,201811,100018069,6,28
619,201811,100018069,7,31
620,201811,100018069,8,29
621,201811,100018069,9,30
622,201811,100018070,1,32
623,201811,100018070,2,32
624,201811,100018070,3,32
625,201811,100018070,4,34
626,201811,100018070,5,33
627,201811,100018070,6,33
628,201811,100018070,7,35
629,201811,100018070,8,34
630,201811,100018070,9,33
631,201811,100018071,1,67
632,201811,100018071,2,68
633,201811,100018071,3,71
634,201811,100018071,4,65
635,201811,100018071,5,63
636,201811,100018071,6,67
637,201811,100018071,7,67
638,201811,100018071,8,69
639,201811,100018071,9,67
640,201811,100018072,1,47
641,201811,100018072,2,49
642,201811,100018072,3,50
643,201811,100018072,4,49
644,201811,100018072,5,48
645,201811,100018072,6,49
646,201811,100018072,7,51
647,201811,100018072,8,50
648,201811,100018072,9,52
649,201811,100018073,1,62
650,201811,100018073,2,64
651,201811,100018073,3,64
652,201811,100018073,4,61
653,201811,100018073,5,59
654,201811,100018073,6,63
655,201811,100018073,7,63
656,201811,100018073,8,64
657,201811,100018073,9,63
658,201811,100018074,1,24
659,201811,100018074,2,23
660,201811,100018074,3,24
661,201811,100018074,4,26
662,201811,100018074,5,26
663,201811,100018074,6,24
664,201811,100018074,7,25
665,201811,100018074,8,26
666,201811,100018074,9,28
667,201811,100018075,1,42
668,201811,100018075,2,44
669,201811,100018075,3,45
670,201811,100018075,4,44
671,201811,100018075,5,43
672,201811,100018075,6,44
673,201811,100018075,7,47
674,201811,100018075,8,46
675,201811,100018075,9,47
676,201811,100018076,1,88
677,201811,100018076,2,93
678,201811,100018076,3,89
679,201811,100018076,4,87
680,201811,100018076,5,82
681,201811,100018076,6,91
682,201811,100018076,7,87
683,201811,100018076,8,87
684,201811,100018076,9,91
685,201811,100018077,1,72
686,201811,100018077,2,73
687,201811,100018077,3,73
688,201811,100018077,4,68
689,201811,100018077,5,68
690,201811,100018077,6,72
691,201811,100018077,7,70
692,201811,100018077,8,71
693,201811,100018077,9,72
694,201811,100018078,1,36
695,201811,100018078,2,36
696,201811,100018078,3,37
697,201811,100018078,4,37
698,201811,100018078,5,36
699,201811,100018078,6,37
700,201811,100018078,7,40
701,201811,100018078,8,38
702,201811,100018078,9,40
703,201811,100018079,1,36
704,201811,100018079,2,37
705,201811,100018079,3,37
706,201811,100018079,4,37
707,201811,100018079,5,37
708,201811,100018079,6,37
709,201811,100018079,7,40
710,201811,100018079,8,39
711,201811,100018079,9,40
712,201811,100018080,1,64
713,201811,100018080,2,66
714,201811,100018080,3,67
715,201811,100018080,4,62
716,201811,100018080,5,61
717,201811,100018080,6,64
718,201811,100018080,7,66
719,201811,100018080,8,66
720,201811,100018080,9,66
721,201811,100018081,1,44
722,201811,100018081,2,46
723,201811,100018081,3,47
724,201811,100018081,4,45
725,201811,100018081,5,44
726,201811,100018081,6,46
727,201811,100018081,7,48
728,201811,100018081,8,47
729,201811,100018081,9,48
730,201811,100018082,1,33
731,201811,100018082,2,34
732,201811,100018082,3,35
733,201811,100018082,4,35
734,201811,100018082,5,35
735,201811,100018082,6,35
736,201811,100018082,7,38
737,201811,100018082,8,36
738,201811,100018082,9,36
739,201811,100018083,1,28
740,201811,100018083,2,28
741,201811,100018083,3,30
742,201811,100018083,4,31
743,201811,100018083,5,31
744,201811,100018083,6,29
745,201811,100018083,7,32
746,201811,100018083,8,30
747,201811,100018083,9,31
748,201811,100018084,1,41
749,201811,100018084,2,42
750,201811,100018084,3,42
751,201811,100018084,4,42
752,201811,100018084,5,42
753,201811,100018084,6,43
754,201811,100018084,7,46
755,201811,100018084,8,44
756,201811,100018084,9,45
757,201811,100018085,1,36
758,201811,100018085,2,37
759,201811,100018085,3,38
760,201811,100018085,4,37
761,201811,100018085,5,38
762,201811,100018085,6,38
763,201811,100018085,7,41
764,201811,100018085,8,39
765,201811,100018085,9,40
766,201811,100018086,1,68
767,201811,100018086,2,68
768,201811,100018086,3,71
769,201811,100018086,4,66
770,201811,100018086,5,64
771,201811,100018086,6,68
772,201811,100018086,7,68
773,201811,100018086,8,69
774,201811,100018086,9,68
775,201811,100018087,1,74
776,201811,100018087,2,76
777,201811,100018087,3,77
778,201811,100018087,4,71
779,201811,100018087,5,70
780,201811,100018087,6,74
781,201811,100018087,7,73
782,201811,100018087,8,72
783,201811,100018087,9,74
784,201811,100018088,1,42
785,201811,100018088,2,43
786,201811,100018088,3,45
787,201811,100018088,4,44
788,201811,100018088,5,42
789,201811,100018088,6,44
790,201811,100018088,7,47
791,201811,100018088,8,45
792,201811,100018088,9,47
793,201811,100018089,1,26
794,201811,100018089,2,25
795,201811,100018089,3,28
796,201811,100018089,4,29
797,201811,100018089,5,29
798,201811,100018089,6,27
799,201811,100018089,7,30
800,201811,100018089,8,28
801,201811,100018089,9,30
802,201811,100018090,1,75
803,201811,100018090,2,78
804,201811,100018090,3,77
805,201811,100018090,4,71
806,201811,100018090,5,70
807,201811,100018090,6,74
808,201811,100018090,7,73
809,201811,100018090,8,73
810,201811,100018090,9,74
811,201811,100018091,1,50
812,201811,100018091,2,51
813,201811,100018091,3,53
814,201811,100018091,4,52
815,201811,100018091,5,50
816,201811,100018091,6,51
817,201811,100018091,7,54
818,201811,100018091,8,52
819,201811,100018091,9,54
820,201811,100018092,1,50
821,201811,100018092,2,51
822,201811,100018092,3,53
823,201811,100018092,4,52
824,201811,100018092,5,51
825,201811,100018092,6,51
826,201811,100018092,7,55
827,201811,100018092,8,53
828,201811,100018092,9,54
829,201811,100018093,1,39
830,201811,100018093,2,40
831,201811,100018093,3,40
832,201811,100018093,4,40
833,201811,100018093,5,39
834,201811,100018093,6,40
835,201811,100018093,7,44
836,201811,100018093,8,42
837,201811,100018093,9,42
838,201811,100018094,1,22
839,201811,100018094,2,21
840,201811,100018094,3,23
841,201811,100018094,4,21
842,201811,100018094,5,23
843,201811,100018094,6,22
844,201811,100018094,7,23
845,201811,100018094,8,22
846,201811,100018094,9,25
847,201811,100018095,1,69
848,201811,100018095,2,70
849,201811,100018095,3,72
850,201811,100018095,4,67
851,201811,100018095,5,66
852,201811,100018095,6,69
853,201811,100018095,7,69
854,201811,100018095,8,70
855,201811,100018095,9,70
856,201811,100018096,1,39
857,201811,100018096,2,40
858,201811,100018096,3,41
859,201811,100018096,4,40
860,201811,100018096,5,40
861,201811,100018096,6,40
862,201811,100018096,7,44
863,201811,100018096,8,42
864,201811,100018096,9,43
865,201811,100018097,1,48
866,201811,100018097,2,49
867,201811,100018097,3,50
868,201811,100018097,4,50
869,201811,100018097,5,48
870,201811,100018097,6,50
871,201811,100018097,7,52
872,201811,100018097,8,51
873,201811,100018097,9,52
874,201811,100018098,1,47
875,201811,100018098,2,48
876,201811,100018098,3,49
877,201811,100018098,4,47
878,201811,100018098,5,47
879,201811,100018098,6,48
880,201811,100018098,7,51
881,201811,100018098,8,49
882,201811,100018098,9,51
883,201811,100018099,1,81
884,201811,100018099,2,83
885,201811,100018099,3,85
886,201811,100018099,4,79
887,201811,100018099,5,79
888,201811,100018099,6,83
889,201811,100018099,7,80
890,201811,100018099,8,82
891,201811,100018099,9,80
892,201811,100018100,1,8
893,201811,100018100,2,1
894,201811,100018100,3,6
895,201811,100018100,4,7
896,201811,100018100,5,6
897,201811,100018100,6,4
898,201811,100018100,7,6
899,201811,100018100,8,2
900,201811,100018100,9,2
901,201811,100018101,1,60
902,201811,100018101,2,60
903,201811,100018101,3,61
904,201811,100018101,4,59
905,201811,100018101,5,57
906,201811,100018101,6,60
907,201811,100018101,7,60
908,201811,100018101,8,62
909,201811,100018101,9,60
910,201811,100018102,1,64
911,201811,100018102,2,66
912,201811,100018102,3,67
913,201811,100018102,4,63
914,201811,100018102,5,61
915,201811,100018102,6,65
916,201811,100018102,7,66
917,201811,100018102,8,66
918,201811,100018102,9,67
919,201811,100018103,1,55
920,201811,100018103,2,54
921,201811,100018103,3,56
922,201811,100018103,4,56
923,201811,100018103,5,54
924,201811,100018103,6,55
925,201811,100018103,7,58
926,201811,100018103,8,58
927,201811,100018103,9,56
928,201811,100018104,1,57
929,201811,100018104,2,56
930,201811,100018104,3,57
931,201811,100018104,4,57
932,201811,100018104,5,55
933,201811,100018104,6,57
934,201811,100018104,7,58
935,201811,100018104,8,59
936,201811,100018104,9,57
937,201811,100018105,1,44
938,201811,100018105,2,46
939,201811,100018105,3,47
940,201811,100018105,4,45
941,201811,100018105,5,45
942,201811,100018105,6,46
943,201811,100018105,7,48
944,201811,100018105,8,47
945,201811,100018105,9,48
946,201811,100018106,1,19
947,201811,100018106,2,19
948,201811,100018106,3,21
949,201811,100018106,4,20
950,201811,100018106,5,20
951,201811,100018106,6,17
952,201811,100018106,7,20
953,201811,100018106,8,19
954,201811,100018106,9,23
955,201811,100018107,1,62
956,201811,100018107,2,65
957,201811,100018107,3,65
958,201811,100018107,4,61
959,201811,100018107,5,60
960,201811,100018107,6,63
961,201811,100018107,7,64
962,201811,100018107,8,64
963,201811,100018107,9,63
964,201811,100018108,1,43
965,201811,100018108,2,45
966,201811,100018108,3,46
967,201811,100018108,4,45
968,201811,100018108,5,44
969,201811,100018108,6,45
970,201811,100018108,7,47
971,201811,100018108,8,47
972,201811,100018108,9,48
973,201811,100018109,1,33
974,201811,100018109,2,34
975,201811,100018109,3,34
976,201811,100018109,4,35
977,201811,100018109,5,35
978,201811,100018109,6,35
979,201811,100018109,7,38
980,201811,100018109,8,35
981,201811,100018109,9,36
982,201811,100018110,1,36
983,201811,100018110,2,36
984,201811,100018110,3,37
985,201811,100018110,4,37
986,201811,100018110,5,36
987,201811,100018110,6,37
988,201811,100018110,7,40
989,201811,100018110,8,38
990,201811,100018110,9,40
991,201811,100018111,1,44
992,201811,100018111,2,46
993,201811,100018111,3,47
994,201811,100018111,4,45
995,201811,100018111,5,45
996,201811,100018111,6,46
997,201811,100018111,7,49
998,201811,100018111,8,47
999,201811,100018111,9,49
1000,201811,100018112,1,36
1001,201811,100018112,2,36
1002,201811,100018112,3,37
1003,201811,100018112,4,37
1004,201811,100018112,5,36
1005,201811,100018112,6,37
1006,201811,100018112,7,40
1007,201811,100018112,8,38
1008,201811,100018112,9,40
1009,201811,100018113,1,80
1010,201811,100018113,2,81
1011,201811,100018113,3,82
1012,201811,100018113,4,76
1013,201811,100018113,5,74
1014,201811,100018113,6,78
1015,201811,100018113,7,76
1016,201811,100018113,8,78
1017,201811,100018113,9,78
1018,201811,100018114,1,52
1019,201811,100018114,2,52
1020,201811,100018114,3,54
1021,201811,100018114,4,53
1022,201811,100018114,5,52
1023,201811,100018114,6,52
1024,201811,100018114,7,56
1025,201811,100018114,8,54
1026,201811,100018114,9,55
1027,201811,100018115,1,18
1028,201811,100018115,2,11
1029,201811,100018115,3,12
1030,201811,100018115,4,15
1031,201811,100018115,5,14
1032,201811,100018115,6,13
1033,201811,100018115,7,15
1034,201811,100018115,8,13
1035,201811,100018115,9,13
1036,201811,100018116,1,41
1037,201811,100018116,2,42
1038,201811,100018116,3,42
1039,201811,100018116,4,42
1040,201811,100018116,5,42
1041,201811,100018116,6,43
1042,201811,100018116,7,46
1043,201811,100018116,8,44
1044,201811,100018116,9,45
1045,201811,100018117,1,42
1046,201811,100018117,2,42
1047,201811,100018117,3,43
1048,201811,100018117,4,43
1049,201811,100018117,5,42
1050,201811,100018117,6,43
1051,201811,100018117,7,46
1052,201811,100018117,8,44
1053,201811,100018117,9,46
1054,201811,100018118,1,80
1055,201811,100018118,2,81
1056,201811,100018118,3,82
1057,201811,100018118,4,76
1058,201811,100018118,5,73
1059,201811,100018118,6,78
1060,201811,100018118,7,76
1061,201811,100018118,8,78
1062,201811,100018118,9,78
1063,201811,100018119,1,73
1064,201811,100018119,2,73
1065,201811,100018119,3,74
1066,201811,100018119,4,69
1067,201811,100018119,5,69
1068,201811,100018119,6,73
